,Year,Julian_collection,Sex,Site,TL_cm,SL_cm,HW_cm,Mass_g,Papilla_cm,Acces_gonad_g,Gonad_g,Liver_g,Trap,Month,Reproductive_Status,Repro_Strategy,GSI,HSI,Fulton_Condition,SiteType,cYear
17000,2022,236,Male,DC,7.44,6.22,0.99,6.132,0.19,NA,0.005,0.247,C,August,NR,NA,0.000815395,0.040280496,2.548185218,Low contamination,16
9765,2007,296,Male,DC,6.5,5.2,0.089,3.678,0.21,0,0.003,0.139,NA,October,NR,NA,0.000815661,0.037792278,2.615782886,Low contamination,1
8628,2012,277,Male,FP,8.89,7.18,0.138,8.576,0.29,0.002,0.007,0.123,NA,October,NR,NA,0.000816231,0.014342351,2.31692214,Low contamination,6
8021,2004,266,Male,FP,NA,7.75,NA,11.026,NA,NA,0.009,0.399,NA,September,NA,NA,0.000816252,0.036187194,2.368715384,Low contamination,-2
3469,2008,185,Male,P27,8.57,6.8,0.118,8.575,0.29,0,0.007,0.202,NA,July,NR,NA,0.000816327,0.023556851,2.727139731,High contamination,2
13565,2017,292,Male,FP,12.48,9.6,2.12,28.137,0.42,0.006,0.023,0.91,A,October,NR,NA,0.000817429,0.032341756,3.180270725,Low contamination,11
9025,2011,279,Male,P27,9.58,7.86,0.162,12.232,0.31,NA,0.01,0.254,NA,October,NR,NA,0.000817528,0.020765206,2.519009668,High contamination,5
17217,2022,275,Male,FP,9.81,8.11,1.15,13.451,0.44,0.002,0.011,0.33,C,October,NR,NA,0.000817783,0.024533492,2.521691822,Low contamination,16
6087,2004,225,Male,DC,NA,7.97,NA,13.449,NA,NA,0.011,0.575,NA,August,NA,NA,0.000817905,0.042754108,2.656531864,Low contamination,-2
3725,2006,193,Male,DC,10.28,8.54,0.132,15.885,NA,0,0.013,0.485,NA,July,NA,NA,0.000818382,0.030531948,2.550431168,Low contamination,0
10711,2013,204,Male,P27,9,7.37,0.9,9.772,0.2,NA,0.008,0.339,D,July,NR,NA,0.000818666,0.034690954,2.441074279,High contamination,7
4397,2008,199,Male,DC,10.2,8.17,0.141,14.657,0.42,0,0.012,0.306,NA,July,NR,NA,0.000818721,0.020877396,2.687688408,Low contamination,2
11135,2013,276,Male,DC,11.81,9.53,1.72,24.428,0.39,0,0.02,0.609,A,October,NR,NA,0.000818733,0.024930408,2.82233921,Low contamination,7
13628,2018,220,Male,FP,8.22,6.63,1.06,7.325,0.35,NA,0.006,0.214,B,August,NR,NA,0.000819113,0.029215017,2.513431443,Low contamination,12
7569,2008,262,Male,DC,11.3,9.3,0.177,23.188,0.34,0.001,0.019,0.686,NA,September,NR,NA,0.000819389,0.029584268,2.882799553,Low contamination,2
7972,2011,265,Male,FP,7.69,6.02,0.132,6.101,0.27,NA,0.005,0.134,NA,September,NR,NA,0.000819538,0.021963613,2.796478928,Low contamination,5
15142,2020,197,Male,DC,7.38,6.05,1.07,6.098,0.28,0,0.005,0.184,C,July,NR,NA,0.000819941,0.030173827,2.75372962,Low contamination,14
12721,2016,252,Female,LS,7.94,6.45,1.03,6.097,0.16,NA,0.005,0.204,B,September,NR,NA,0.000820075,0.033459078,2.272150274,Low contamination,10
16158,2021,249,Male,GC,9.01,7.15,1.22,9.754,0.28,0,0.008,0.241,A,September,NR,NA,0.000820176,0.024707812,2.668484139,Low contamination,15
5297,2005,215,Male,DC,NA,10.89,NA,37.72,NA,0.004,0.031,1.482,NA,August,NA,NA,0.000821845,0.039289502,2.920707358,Low contamination,-1
15417,2020,254,Male,GC,9.84,7.98,1.33,12.164,0.34,0.002,0.01,0.388,A,September,NR,NA,0.000822098,0.031897402,2.393689074,Low contamination,14
13479,2017,263,Male,LS,9.82,7.56,1.64,13.365,0.3,0.004,0.011,0.315,A,September,NR,NA,0.000823045,0.023569024,3.093168484,Low contamination,11
14490,2019,257,Male,GC,11.47,9.41,1.56,21.869,0.33,0.006,0.018,0.603,B,September,NR,NA,0.000823083,0.027573277,2.624581446,Low contamination,13
14453,2019,257,Male,GC,9.75,7.8,1.33,12.143,0.31,0.005,0.01,0.358,C,September,NR,NA,0.00082352,0.029482006,2.558834438,Low contamination,13
16393,2021,290,Male,DC,6.44,5.04,0.69,3.64,0.14,0,0.003,0.144,B,October,NR,NA,0.000824176,0.03956044,2.843215475,Low contamination,15
12787,2016,273,Male,FP,10.66,9.09,1.66,19.409,0.49,0.001,0.016,0.58,C,September,NR,NA,0.00082436,0.029883044,2.584113056,Low contamination,10
15351,2020,239,Male,LS,11.32,9.13,1.66,21.826,0.26,0.006,0.018,0.638,C,August,NR,NA,0.000824704,0.029231192,2.867885567,Low contamination,14
61,2008,113,Male,DC,7.18,5.7,0.081,4.845,0.04,0,0.004,0.106,NA,NA,NR,NA,0.000825593,0.021878225,2.616189597,Low contamination,2
7360,2004,252,Male,DC,NA,8.39,NA,18.158,NA,0,0.015,0.652,NA,September,NA,NA,0.000826082,0.035907038,3.074554029,Low contamination,-2
7781,2010,264,Male,P27,12.49,10.43,0.231,31.467,0.47,0.007,0.026,0.939,NA,September,NR,NA,0.000826262,0.029840786,2.773335525,High contamination,4
7478,2007,255,Male,DC,9.28,7.59,0.132,10.89,0.21,0.004,0.009,0.289,NA,September,NR,NA,0.000826446,0.026538108,2.49059179,Low contamination,1
17096,2022,248,Male,LS,11.59,9.6,1.98,26.603,0.43,0.006,0.022,0.964,D,September,NR,NA,0.000826974,0.036236515,3.00688567,Low contamination,16
8164,2007,267,Male,FP,11.65,9.67,0.194,26.583,0.41,0.002,0.022,0.979,NA,September,R,PM,0.000827597,0.036828048,2.939845919,Low contamination,1
2669,2005,173,Male,GC,NA,7,NA,8.454,NA,NA,0.007,0.187,NA,June,NA,NA,0.00082801,0.022119707,2.464723032,Low contamination,-1
13483,2017,263,Male,FP,10.13,7.88,1.76,15.699,0.31,0.004,0.013,0.61,B,September,NR,NA,0.000828078,0.038855978,3.208435677,Low contamination,11
12626,2016,220,Male,P27,10.24,8.54,1.53,14.489,0.33,0.004,0.012,0.422,B,August,NR,NA,0.000828215,0.029125544,2.32629507,High contamination,10
10997,2013,269,Male,FP,9.45,7.7,123,13.277,0.28,0,0.011,0.305,C,September,NR,NA,0.0008285,0.022972057,2.908223502,Low contamination,7
2478,2009,170,Male,LS,10.2,8.59,0.15,16.894,0.35,0.004,0.014,0.882,NA,June,NR,NA,0.000828697,0.052207884,2.66534234,Low contamination,3
14446,2019,241,Male,DC,9.25,7.56,1.48,12.067,0.32,0.003,0.01,0.351,C,August,NR,NA,0.000828706,0.029087594,2.792761998,Low contamination,13
14374,2019,241,Male,FP,11.85,9.52,1.69,26.543,0.53,0.007,0.022,0.884,B,August,NR,NA,0.000828844,0.033304449,3.07637421,Low contamination,13
8156,2007,267,Male,LS,9.28,7.51,0.136,10.856,0.39,0.003,0.009,0.256,NA,September,NR,NA,0.000829035,0.02358143,2.563008365,Low contamination,1
15998,2021,223,Male,FP,9.04,7.31,0.97,10.855,0.31,0,0.009,0.547,C,August,NR,NA,0.000829111,0.050391525,2.778930574,Low contamination,15
17142,2022,261,Male,LS,9.83,8.14,1.58,14.47,0.47,0.004,0.012,0.465,A,September,NR,NA,0.000829302,0.032135453,2.682843358,Low contamination,16
4344,2007,199,Male,FP,9.37,8.07,0.104,9.639,0.22,0,0.008,0.269,NA,July,NR,NA,0.000829962,0.027907459,1.834050865,Low contamination,1
6551,2010,236,Male,FP,12.86,10.33,0.231,31.325,0.59,0.004,0.026,1.108,NA,August,NR,NA,0.000830008,0.035371109,2.841777786,Low contamination,4
17170,2022,275,Male,LS,7.34,5.94,1.09,6.021,0.38,0.002,0.005,0.224,B,October,NR,NA,0.000830427,0.037203122,2.872825799,Low contamination,16
9355,2012,291,Male,P27,5.76,4.48,0.085,2.406,0.16,0.001,0.002,0.086,NA,October,NR,NA,0.000831255,0.035743973,2.675848869,High contamination,6
11037,2013,269,Male,P27,9.82,7.93,1.24,13.231,0.34,0,0.011,0.396,A,September,NR,NA,0.000831381,0.029929711,2.653219054,High contamination,7
14281,2019,257,Male,DC,8.83,7.24,1.32,10.822,0.28,NA,0.009,0.264,B,September,NR,NA,0.000831639,0.024394751,2.851621175,Low contamination,13
8619,2012,277,Male,FP,10.06,8.03,0.161,13.226,0.31,0.003,0.011,0.297,NA,October,NR,NA,0.000831695,0.022455769,2.554358693,Low contamination,6
10636,2013,190,Male,DC,8.76,7.08,0.99,9.618,0.26,NA,0.008,0.267,A,July,NR,NA,0.000831774,0.027760449,2.710098025,Low contamination,7
7980,2011,265,Female,FP,6.71,5.36,0.105,3.603,0.2,NA,0.003,0.027,NA,September,NR,NA,0.000832639,0.007493755,2.339752355,Low contamination,5
12401,2016,178,Male,LS,7.81,6.69,1.22,6.005,0.16,0.001,0.005,0.194,C,June,NR,NA,0.000832639,0.032306411,2.005555378,Low contamination,10
13973,2018,290,Male,LS,6.6,5.45,0.84,3.6,0.18,NA,0.003,0.079,B,October,NR,NA,0.000833333,0.021944444,2.223888423,Low contamination,12
8573,2008,277,Male,LS,8.46,6.85,0.119,8.398,0.31,0,0.007,0.26,NA,October,NR,NA,0.000833532,0.030959752,2.612787898,Low contamination,2
3330,2005,181,Male,FP,NA,6.51,NA,5.997,NA,NA,0.005,0.148,NA,June,NA,NA,0.00083375,0.024679006,2.173657346,Low contamination,-1
7286,2006,251,Male,P27,6.9,5.55,0.093,3.595,0.24,0,0.003,0.092,NA,September,NR,NA,0.000834492,0.025591099,2.102906413,High contamination,0
4178,2010,197,Male,P27,12.62,10.32,0.222,28.757,0.48,0.008,0.024,1.531,NA,July,NR,NA,0.000834579,0.053239211,2.616402079,High contamination,4
8663,2012,277,Male,FP,8.99,7.27,0.136,9.577,0.31,0.002,0.008,0.279,NA,October,NR,NA,0.000835335,0.029132296,2.492448852,Low contamination,6
2148,2006,165,Male,DC,NA,8.07,0.16,14.352,NA,0,0.012,0.341,NA,June,NA,NA,0.00083612,0.023759755,2.730812119,Low contamination,0
17077,2022,248,Male,LS,9.74,8.53,1.73,19.12,0.31,0.006,0.016,0.46,C,September,NR,NA,0.00083682,0.024058577,3.080638896,Low contamination,16
5796,2005,222,Male,DC,NA,7.34,NA,9.56,NA,NA,0.008,0.379,NA,August,NA,NA,0.00083682,0.039644351,2.417517979,Low contamination,-1
6172,2007,227,Male,DC,9.91,8.2,0.144,14.338,0.35,0.001,0.012,0.583,NA,August,NR,NA,0.000836937,0.04066118,2.600441085,Low contamination,1
7790,2010,264,Male,P27,9.16,7.161,0.154,11.945,0.32,0.002,0.01,0.366,NA,September,NR,NA,0.00083717,0.030640435,3.252858209,High contamination,4
10994,2013,269,Male,FP,12.34,10.05,1.68,27.464,0.36,0,0.023,0.927,D,September,NR,NA,0.00083746,0.033753277,2.705612553,Low contamination,7
6366,2006,235,Male,FP,9.62,7.8,0.138,11.934,NA,0,0.01,0.297,NA,August,NA,NA,0.000837942,0.024886878,2.514792899,Low contamination,0
15867,2021,181,Male,GC,7,5.5,1.15,4.773,0.28,0,0.004,0.15,B,June,NR,NA,0.000838047,0.031426776,2.868820436,Low contamination,15
8427,2006,277,Male,LS,8.78,7.21,0.126,9.541,NA,0,0.008,0.246,NA,October,NA,NA,0.000838487,0.025783461,2.545587922,Low contamination,0
15587,2020,267,Male,DC,8.36,6.9,1.07,9.532,0.3,0.001,0.008,0.308,A,September,NR,NA,0.000839278,0.032312211,2.901594781,Low contamination,14
9455,2005,292,Male,LS,NA,8.07,NA,14.295,NA,0.003,0.012,0.463,NA,October,NA,NA,0.000839454,0.032388947,2.719966502,Low contamination,-1
16368,2021,276,Male,P27,9.89,7.58,1.37,13.094,0.29,0.004,0.011,0.464,A,October,NR,NA,0.000840079,0.035436078,3.006524309,High contamination,15
8338,2005,271,Male,FP,NA,7.82,NA,11.895,NA,0.005,0.01,0.174,NA,September,NA,NA,0.000840689,0.014627995,2.487391736,Low contamination,-1
14335,2019,289,Male,FP,7.3,5.96,0.91,5.946,0.3,0,0.005,0.248,B,October,NR,NA,0.000840901,0.041708712,2.808575646,Low contamination,13
2552,2007,171,Male,LS,10.06,8.08,0.139,13.08,0.41,0.001,0.011,0.491,NA,June,NR,NA,0.000840979,0.037538226,2.479554519,Low contamination,1
4139,2010,197,Male,DC,10.27,8.26,0.164,14.265,0.33,0,0.012,0.363,NA,July,NR,NA,0.00084122,0.025446898,2.531230145,Low contamination,4
7404,2002,255,Male,LS,13.1,10.4,NA,29.713,NA,NA,0.025,NA,NA,September,NA,NA,0.000841383,NA,2.641474881,Low contamination,-4
5655,2006,221,Male,LS,8.02,6.59,0.107,7.128,NA,0,0.006,0.143,NA,August,NA,NA,0.000841751,0.020061728,2.490642802,Low contamination,0
9762,2007,296,Male,DC,7.39,6.07,0.12,5.938,0.16,0,0.005,0.25,NA,October,NR,NA,0.000842034,0.042101718,2.655058656,Low contamination,1
7510,2005,257,Male,LS,NA,9.3,NA,17.802,NA,0.003,0.015,0.534,NA,September,NA,NA,0.000842602,0.02999663,2.213196379,Low contamination,-1
5547,2008,220,Male,DC,11,8.97,0.165,18.986,0.45,0.004,0.016,0.424,NA,August,NR,NA,0.000842726,0.022332245,2.630608066,Low contamination,2
7240,2011,250,Male,P27,7.15,5.48,0.119,4.745,0.25,NA,0.004,0.121,NA,September,NR,NA,0.000842993,0.025500527,2.883331266,High contamination,5
5387,2010,215,Male,P27,9.45,7.63,0.138,10.676,0.37,0.001,0.009,0.3,NA,August,NR,NA,0.000843012,0.028100412,2.403449222,High contamination,4
7516,2005,257,Male,LS,NA,9.59,NA,20.164,NA,0.008,0.017,0.724,NA,September,NA,NA,0.000843087,0.035905574,2.28623499,Low contamination,-1
6722,2011,236,Male,P27,7.27,5.74,0.131,4.744,0.49,NA,0.004,0.218,NA,August,NR,NA,0.00084317,0.045952782,2.50847053,High contamination,5
5442,2009,217,Male,DC,13.08,10.77,0.191,34.387,0.47,0.005,0.029,1.688,NA,August,NR,NA,0.000843342,0.049088318,2.752625816,Low contamination,3
13650,2018,220,Male,FP,7.58,6.27,1.06,5.927,0.13,0.002,0.005,0.178,A,August,NR,NA,0.000843597,0.030032057,2.404541654,Low contamination,12
14952,2020,169,Male,GC,8.83,6.81,1.33,9.478,0.31,0.002,0.008,0.126,B,June,NR,NA,0.00084406,0.013293944,3.00106477,Low contamination,14
5612,2006,221,Male,DC,10.71,8.68,0.132,16.586,NA,0.002,0.014,0.375,NA,August,NA,NA,0.000844085,0.02260943,2.536194086,Low contamination,0
10944,2013,255,Male,LS,9.82,8.85,1.4,11.845,0.17,0,0.01,0.272,C,September,NR,NA,0.000844238,0.022963276,1.708855155,Low contamination,7
7459,2007,255,Male,LS,12.65,10.3,0.192,29.605,0.41,0.006,0.025,1.34,NA,September,NR,NA,0.000844452,0.045262625,2.709276883,Low contamination,1
7991,2011,265,Male,LS,10.29,8.44,0.179,15.391,0.29,NA,0.013,0.465,NA,September,NR,NA,0.000844649,0.030212462,2.559997247,Low contamination,5
8899,2010,279,Male,LS,6.51,5.56,0.093,3.546,0.23,0,0.003,0.168,NA,October,NR,NA,0.000846024,0.047377327,2.063071865,Low contamination,4
7828,2012,264,Male,P27,8.72,7.07,0.137,9.452,0.32,NA,0.008,0.24,NA,September,NR,NA,0.000846382,0.025391452,2.674640839,High contamination,6
1874,2010,159,Male,LS,10.25,8.27,0.161,16.539,0.47,0.002,0.014,0.85,NA,June,NR,NA,0.000846484,0.051393676,2.924103351,Low contamination,4
10947,2013,255,Male,LS,11.58,9.35,1.65,23.613,0.32,0.007,0.02,0.923,C,September,NR,NA,0.000846991,0.039088638,2.888792411,Low contamination,7
6975,2002,248,Male,FP,8.2,6.8,NA,5.903,NA,NA,0.005,NA,NA,September,NA,NA,0.000847027,NA,1.87735345,Low contamination,-4
7332,2004,252,Male,GC,NA,7.23,NA,9.441,NA,0,0.008,0.381,NA,September,NA,NA,0.000847368,0.040355895,2.498061383,Low contamination,-2
13933,2018,278,Male,FP,8.7,7.2,1.2,9.44,0.2,0.001,0.008,0.208,A,October,NR,NA,0.000847458,0.022033898,2.52914952,Low contamination,12
6433,2012,235,Male,FP,9.62,7.78,0.149,11.797,0.28,0.003,0.01,0.243,NA,August,NR,NA,0.000847673,0.020598457,2.50514454,Low contamination,6
15504,2020,289,Male,LS,6.94,5.75,0.91,4.717,0.24,0,0.004,0.14,D,October,NR,NA,0.000847997,0.029679881,2.481203255,Low contamination,14
15892,2021,181,Male,DC,8.68,6.97,1.04,9.428,0.23,0.002,0.008,0.3,B,June,NR,NA,0.000848536,0.03182011,2.784333416,Low contamination,15
7971,2011,265,Male,FP,7.26,5.65,0.122,4.712,0.22,NA,0.004,0.086,NA,September,NR,NA,0.000848896,0.018251273,2.612521892,Low contamination,5
8603,2012,277,Male,FP,9.79,7.9,0.155,12.953,0.32,0.002,0.011,0.252,NA,October,NR,NA,0.000849224,0.019454953,2.627175538,Low contamination,6
8543,2006,277,Male,FP,10.91,8.98,0.17,21.184,NA,0.008,0.018,0.587,NA,October,NA,NA,0.000849698,0.027709592,2.925357568,Low contamination,0
5200,2007,213,Male,P27,8.93,7.74,0.102,9.409,0.29,0,0.008,0.25,NA,August,NR,NA,0.00085025,0.026570305,2.029180062,High contamination,1
2027,2007,163,Male,DC,7.61,6.24,0.098,4.704,0.24,0.001,0.004,0.109,NA,June,NR,NA,0.00085034,0.023171769,1.936036514,Low contamination,1
14240,2019,271,Male,FP,10.45,8.36,1.75,16.456,0.25,NA,0.014,0.354,D,September,NR,NA,0.000850754,0.021511911,2.816472054,Low contamination,13
7876,2012,264,Male,P27,8.75,7.06,0.139,9.402,0.32,NA,0.008,0.18,NA,September,NR,NA,0.000850883,0.019144863,2.671813523,High contamination,6
8656,2012,277,Male,P27,7.72,6.28,0.144,7.045,0.33,NA,0.006,0.166,NA,October,NR,NA,0.000851668,0.023562811,2.844474641,High contamination,6
8700,2012,277,Male,LS,8.34,6.67,0.136,8.215,0.22,NA,0.007,0.226,NA,October,NR,NA,0.0008521,0.027510651,2.768407812,Low contamination,6
13543,2017,277,Male,FP,13.37,10.52,2.02,36.365,0.39,0.002,0.031,0.749,C,October,NR,NA,0.000852468,0.020596728,3.123463048,Low contamination,11
7086,2006,250,Male,DC,12.04,9.86,0.174,28.15,NA,0.003,0.024,0.83,NA,September,NA,NA,0.000852575,0.029484902,2.936619338,Low contamination,0
5669,2006,221,Male,LS,11.83,9.68,0.186,24.607,NA,0.005,0.021,0.543,NA,August,NA,NA,0.000853416,0.022066892,2.712892578,Low contamination,0
8981,2011,279,Male,LS,7.6,6.24,0.121,5.858,0.33,NA,0.005,0.176,NA,October,NR,NA,0.000853534,0.030044384,2.410991051,Low contamination,5
14456,2019,257,Male,GC,9.27,7.46,1.33,11.704,0.3,0.003,0.01,0.381,C,September,NR,NA,0.000854409,0.032552973,2.819147705,Low contamination,13
10952,2013,255,Male,FP,9.1,7.39,1.11,10.533,0.22,0,0.009,0.422,C,September,NR,NA,0.000854457,0.040064559,2.609869361,Low contamination,7
16938,2022,236,Male,LS,10.07,8.11,1.47,17.546,0.33,0.006,0.015,0.646,D,August,NR,NA,0.000854896,0.036817508,3.289391474,Low contamination,16
6166,2007,227,Male,P27,9.24,7.6,0.124,10.525,0.31,0,0.009,0.274,NA,August,NR,NA,0.000855107,0.026033254,2.397625383,High contamination,1
12835,2016,294,Male,LS,11.5,9.78,1.68,21.048,0.32,0.004,0.018,0.53,D,October,NR,NA,0.000855188,0.02518054,2.250060889,Low contamination,10
1510,2005,152,Male,DC,NA,8.24,NA,14.024,NA,0.002,0.012,0.32,NA,June,NA,NA,0.000855676,0.022818026,2.506630201,Low contamination,-1
5692,2012,221,Male,LS,7.37,6.07,0.1,4.672,0.16,NA,0.004,0.16,NA,August,NR,NA,0.000856164,0.034246575,2.088991923,Low contamination,6
17108,2022,248,Male,LS,9.42,8.07,1.5,12.845,0.32,0.003,0.011,0.349,C,September,NR,NA,0.000856364,0.027170105,2.444069236,Low contamination,16
7358,2004,252,Male,DC,NA,9.2,NA,23.349,NA,0,0.02,0.824,NA,September,NA,NA,0.000856568,0.035290591,2.998505178,Low contamination,-2
16268,2021,262,Male,FP,9.4,7.17,1.35,12.836,0.3,0.007,0.011,0.215,D,September,NR,NA,0.000856965,0.016749766,3.48234858,Low contamination,15
10948,2013,255,Male,LS,11.58,9.53,1.69,24.494,0.35,0.006,0.021,0.9,C,September,NR,NA,0.000857353,0.036743692,2.829964656,Low contamination,7
14222,2019,271,Male,DC,9.31,7.55,1.46,11.662,0.41,0.003,0.01,0.421,D,September,NR,NA,0.000857486,0.036100154,2.709768452,Low contamination,13
13632,2018,220,Male,FP,7.7,6.14,0.98,5.829,0.3,NA,0.005,0.152,B,August,NR,NA,0.00085778,0.026076514,2.518192591,Low contamination,12
6487,2005,236,Male,LS,NA,8.53,NA,15.151,NA,0.004,0.013,0.671,NA,August,NA,NA,0.000858029,0.044287506,2.441148531,Low contamination,-1
9966,2008,298,Male,P27,7.57,5.98,0.109,5.827,0.25,0,0.005,0.147,NA,October,NR,NA,0.000858074,0.02522739,2.724842887,High contamination,2
12841,2016,294,Male,LS,4.67,3.85,0.61,1.165,0.09,0.001,0.001,0.039,B,October,NR,NA,0.000858369,0.033476395,2.041473453,Low contamination,10
5811,2005,222,Male,LS,NA,9.17,NA,18.634,NA,0.002,0.016,0.541,NA,August,NA,NA,0.000858645,0.029032951,2.416562791,Low contamination,-1
8662,2012,277,Male,FP,8.54,7,0.131,9.304,0.19,0.002,0.008,0.17,NA,October,NR,NA,0.000859845,0.018271711,2.712536443,Low contamination,6
5433,2009,217,Male,DC,8.68,7.04,0.112,9.304,0.34,0.001,0.008,0.238,NA,August,NR,NA,0.000859845,0.025580396,2.666562236,Low contamination,3
14524,2019,271,Male,LS,7.74,6.25,1.06,5.814,0.24,0.002,0.005,0.151,B,September,NR,NA,0.000859993,0.025971792,2.3814144,Low contamination,13
2661,2005,173,Male,DC,NA,8.22,NA,15.113,NA,NA,0.013,0.608,NA,June,NA,NA,0.000860187,0.040230265,2.721041903,Low contamination,-1
7776,2010,264,Male,P27,7.96,6.71,0.127,6.973,0.22,0.003,0.006,0.246,NA,September,NR,NA,0.000860462,0.035278933,2.308086627,High contamination,4
2974,2011,179,Male,DC,9.92,8.35,0.164,15.107,0.38,0.001,0.013,0.601,NA,June,NR,NA,0.000860528,0.039782882,2.594889106,Low contamination,5
16270,2021,262,Male,FP,11.9,9.73,2.1,29.045,0.37,0.006,0.025,0.876,D,September,NR,NA,0.000860733,0.030160096,3.153064537,Low contamination,15
14326,2019,289,Male,FP,9.04,6.99,1.24,11.615,0.25,NA,0.01,0.323,C,October,NR,NA,0.000860956,0.027808868,3.400851643,Low contamination,13
7454,2007,255,Male,FP,7.33,6.12,0.104,4.643,0.22,0.002,0.004,0.095,NA,September,NR,NA,0.000861512,0.020460909,2.025556759,Low contamination,1
16626,2022,180,Male,GC,7.22,5.66,0.87,4.64,0.2,0.001,0.004,0.145,B,June,NR,NA,0.000862069,0.03125,2.558990579,Low contamination,16
7061,2012,249,Male,FP,10.57,8.48,0.179,16.222,0.35,0.01,0.014,0.524,NA,September,NR,NA,0.000863026,0.032301812,2.660215627,Low contamination,6
9577,2010,292,Male,P27,6.27,5.42,0.086,3.474,0.17,NA,0.003,0.072,NA,October,NR,NA,0.000863558,0.020725389,2.181885492,High contamination,4
3237,2006,180,Male,LS,9.53,8.01,0.13,11.577,0.36,0,0.01,0.345,NA,June,NR,NA,0.000863782,0.029800466,2.252674718,Low contamination,0
8183,2007,267,Male,P27,7.89,6.63,0.115,6.945,0.29,0.004,0.006,0.264,NA,September,NR,NA,0.000863931,0.038012959,2.383041826,High contamination,1
9562,2010,292,Male,LS,10.21,8.56,0.166,16.204,0.4,0.002,0.014,0.495,NA,October,NR,NA,0.000863984,0.030548013,2.583455234,Low contamination,4
9033,2011,279,Male,SI,8.4,6.85,0.141,8.1,0.3,NA,0.007,0.269,NA,October,NR,NA,0.000864198,0.033209877,2.520074062,High contamination,5
6859,2008,241,Male,DC,10.32,8.43,0.157,17.334,0.35,0.001,0.015,0.463,NA,August,NR,NA,0.000865351,0.026710511,2.893450575,Low contamination,2
10512,2013,176,Male,DC,7.47,6.1,0.89,5.778,0.18,NA,0.005,0.159,D,June,NR,NA,0.000865351,0.027518172,2.545587516,Low contamination,7
9457,2005,292,Male,LS,NA,7.44,NA,11.556,NA,NA,0.01,0.465,NA,October,NA,NA,0.000865351,0.040238837,2.806006848,Low contamination,-1
8768,2005,278,Male,FP,NA,7.81,NA,12.711,NA,0.002,0.011,0.473,NA,October,NA,NA,0.000865392,0.037211864,2.668250608,Low contamination,-1
5664,2006,221,Male,LS,10.16,8.15,0.147,15.021,NA,0.002,0.013,0.299,NA,August,NA,NA,0.000865455,0.019905466,2.774763799,Low contamination,0
3471,2008,185,Male,P27,7.21,5.89,0.092,4.621,0.17,0,0.004,0.044,NA,July,NR,NA,0.000865614,0.009521749,2.261466112,High contamination,2
15398,2020,239,Male,DC,9.24,7.41,1.33,12.7,0.3,0.003,0.011,0.531,C,August,NR,NA,0.000866142,0.041811024,3.121397635,Low contamination,14
14280,2019,257,Male,DC,8.12,6.68,1.26,8.078,0.32,0,0.007,0.256,B,September,NR,NA,0.000866551,0.031691013,2.710032264,Low contamination,13
17143,2022,261,Male,SI,9.14,7.68,1.29,11.535,0.37,0.003,0.01,0.343,C,September,NR,NA,0.000866927,0.029735587,2.54644288,High contamination,16
5830,2006,222,Male,FP,8.89,7.19,0.112,9.226,0.25,0.001,0.008,0.182,NA,August,NR,NA,0.000867115,0.019726859,2.482142891,Low contamination,0
